Text,Cipher
i feel apprehensive about the ride ahead,ceaser
j gffm cpuifsfe,ceaser
i feel a hint of my beloved art nouveau era in this bracelet,ceaser
b fhlmer mtdx max lmtbkl maxkx tkx hy maxf unm hvvtlbhgteer paxg b tf yxxebgz itkmbvnetker exmatkzbv uxvtnlx hy t gnfuxk hy vhglxvnmbox etmx gbzaml b uhp whpg mh xtlx tgw vhgoxgbxgvx,ceaser
e zk jkp baah ejoayqna kn qjowba,ceaser
c zyyf miln iz junbyncw muscha nbun gs cjbihy chnylhyn uhx np uly gs gomn bupym von fynm vy bihymn nbys uly,ceaser
f drbpp tefib f zxk rkabopqxka qebfo zlkzbok f zxk q ebim yrq cbbi x ifqqib obgbzqba,ceaser
d gvxzy ht ncjzn viy kjpiyzy jpo ocjnz azzgdibn ji ocz cjo wgvxf kvqzhzio wzajmz hz,ceaser
c gufy uly mnojcx zclmn zil qiguh wls vuvcym uhx mbiofx ayn ipyl cn uhx sio zyyf lyuffs wiif zil jonncha nby mnojcx gyh ch nbycl jfuwy,ceaser
w hvwby hvoh cif tojcfwhs oqhwjwhwsg og o qvwzr ofs cthsb jsfm hszzwbu obr wt gcascbs wg tsszwbu o zwhhzs ibgifs opcih hvswf zwts g rwfsqhwcb ucwbu poqy hc hvcgs qvwzrvccr tojcfwhs dogh hwasg vczrg aobm fwqv qzisg,ceaser
z kffb kf sv yzj jfe afzevu vczyl reu dv rk tyizjkdrjkzdv zejzuv r wzev yfdv nzky cfmvcp dzcc nfib uribcp czk reu nzky r crixv jkrkvcp tyizjkdrj kivv ze kyv czmzex iffd kyv wvvczex nrj xvekcv zk nrj fev fw cfex cfjk wizveuj dvvkzex wfi kyv wzijk kzdv rj rulckj rj gvfgcv,ceaser
f exsb ybbk moxvfkd bsbovaxv xylrq fq xka f grpq cbbi jlob xka jlob zlksfkzba qexq qefp fp texq dla exp zxiiba jb ql pl tb tfii pbb,ceaser
q twdm mdmzgbpqvo bpib emzm tmizvqvo ijwcb ivl nmmt zmittg xiaaqwvibm ijwcb lmaqov,ceaser
s poov wi lbksx nkwkqon kbo qoddsxq gybcd pyb nsc wywoxd,ceaser
cg hin zyyfcha nyllcvfs uxpyhnoliom jfom c bupy zugcfs pcmcncha mi c wuhn wigjfynyfs hyafywn nbyg gyuhcha cnm aicha ni vy vomchymm um omouf zil gy,ceaser
ocz apizmvg ja v amdziy rcj rvn fdggzy di v xvm vxxdyzio ncz rvn ja ht jri vbz,ceaser
u rqqx rqmdrgx ar nquzs zqmd ftqy,ceaser
y mqi medtuhydw mxo y mqi vuubydw ie usijqjys,ceaser
f lrq lc xii mblmib obxiiv alkq exsb jxkv molmibjp qxihfkd xylrq elt f cbbi qexq ybfkd pxfa f xj fk ilsb pl xcqbo xii f exsb yfqzeba xylrq qeb ixpq jlkqep txp fk sxfk,ceaser
n inis y ymnsp ymj bwnynsl wjfqqd jcuwjxxji ymj nsyjsxnyd tk jrtynts tsj btzqi kjjq fy qtxnsl f gjqtaji xutzxj,ceaser
w qobh waouwbs hvs oucbm hvcgs tczyg tssz kowhwbu tcf bskg opcih hvswf ckb gsbhwasbhoz hvwbug,ceaser
f cbbi qexq tfii jxhb vlr bsbk jlob zxofkd,ceaser
v srry nyy zrffl,ceaser
v qb guvf v srry yrgunetvp havafcverq naq gur arkg zbeavat unir n tb ng zlfrys,ceaser
l ihho mxvw lqvxowhg,ceaser
z wvvc nv evvu r czkkcv ifdrekzt sffjk ze kyv ivcrkzfejyzg,ceaser
sdaj w ranu yhkoa bneajz sepd sdki e dwra w ranu ejpeiwpa wjz xkzehu nahwpekjodel da dwz w cenhbneajz opwnpaz pk wrkez ia wjz zezjp swjp pk pwhg pk ia wju ikna,ceaser
i use an elevated lexicon to feel more intelligent,ceaser
p mlls dyvunlk if aol dvysk,ceaser
f cbbi ibqexodfz xka ixwv xka zljmibqbiv rkzljmlpba fc f j klq aobppba fk pljbqefkd ifhb qexq,ceaser
m jiip xlex xli hmvigxsv ihmxsv qmwwih e xieglefpi qsqirx alir xmtlerc qeoiw liv gsqqirxw efsyx mx fimrk rmgi xs jiip pmoi izivcsri ipwi,ceaser
c qcff qlcny uhsnbcha cz c zyyf jummcihuny uvion cn il un nby pyls fyumn cz cn ayhochyfs chnylymnm gy,ceaser
p ohcl illu dvyrpun ohyk av zohrl aolzl mllspunz iljhbzl ilpun wvwbshy vy h nluyl uvcls vy uvu spalyhyf mpjapvu kvlz uva thrl h ivvr huf slzz slnpapthal vy huf slzz zvtlaopun av ylhk huk luqvf huk huhsfgl,ceaser
m jiip ekmxexih erh iqtxc erh qmwwmrk wsqixlmrk,ceaser
i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,ceaser
m wxmpp jiip e pmxxpi hedih erh lmkl almgl mw epevqmrk wmrgi mxw fiir lsyvw sv ws,ceaser
n btzqi kjjq otdkzq,ceaser
g dccj jgic g uyq rfcpc rm dccb rfck dmmb rmsaf jmtc aypgle ylb amknyqqgml,ceaser
n kjjq xt yjwwngqd ymfy n mfaj nlstwji mjw xbjjy jrfnq zu zsynq stb,ceaser
s kw poovsxq noozvi yppoxnon lsq rebd poovsxqc sx pkmd,ceaser
a vg fgl xwwd gnwjozwdewv fgj jmkzwv,ceaser
h eddk sgd lnrs qnlzmshb ne zkk hr vgdm h ehmzkkx ehmhrg lx aknf onrs,ceaser
m omrhe hmh wxiep nswlye w gywxsqiv m jiip eqywih,ceaser
k hggn vjtknngf ykvj aqwt rtgugpeg kp aqwt gagu k hggn vjg dgnkgh kp rgceg kp ukpegtkva,ceaser
i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,ceaser
e zkj p baah oqyyaoobqh eb pdwp iwgao oajoa,ceaser
ae xwwdafy dgo sfv xgjygllwf,ceaser
a xwwd dacw eq daxw ak hjsulausddq hwjxwul af wnwjq osq jayzl fgo sfv a se wnwjq kg zshhq,ceaser
n ozxy kjjq qnpj nk n its y xzkkjw yt uwtizhj xtrjymnsl ymjs ny x sty btwymbmnqj,ceaser
i was feeling creative i see you alternate version of me,ceaser
j bn gffmjoh b cju optubmhjd upebz,ceaser
u rqqx xuwq ftue etaie ftq otmzsq ftmf ymzk oagzfduqe tmhq fmwqz mzp ftmf ymzk oagzfduqe mdq az ftq imk fa ymwuzs ftue pqoueuaz ftmf uzoxgpqe egbbadfuzs mzp uzodqmeuzs iayqz uz mxx mdqme ar xurq,ceaser
s poov vsuo s w drkd nsbdi dbkcr lsx yx dro cdboodc drkd xylyni bokvvi cyeqrd,ceaser
v znxr arj sevraqf va gur cebprff v qbag srry gbb fyhggl yby,ceaser
b yxxe t ubm kxenvmtgm mh mnkg mh hmaxk ixhiex,ceaser
q eism cx ivl q nmmt ijawtcbmtg ewzbptmaa,ceaser
q nmmt tqsm qb twwsa owzomwca eqbp kczta aw qvabmil wn uisqvo bpm nctt bzivaqbqwv q mvlml cx ombbqvo mfbzmumtg vibczit zml twetqopba wv bpm jwbbwu amkbqwv wn ug piqz,ceaser
a xwwd alk ygffs klsjl suzafy sysaf ozwf lzw jsafq kwskgf ugewk sysaf fwpl qwsj,ceaser
p ht nshk av ruvd aol ylhzvu mvy tf yljlua shwzl vm zhupaf iba p zapss mlls sprl p dhua av nv vu h clyf cpvslua yhtwhnl ha aol zspnoalza pujvucluplujl av tl,ceaser
p mvy vul zpa huk zahyl ha h ishur jvtwbaly zjyllu mvy h dopsl zjyhajo tf olhk h mld aptlz kypur h jvbwsl wvaz vm jvmmll huk aolu mlls aypbtwohua vujl p dypal tf mpyza zlualujl huk aoha mpyza zlualujl bzbhssf jvuzpzaz vm h wvvw qvrl,ceaser
d azzg cdbcn nj zxnovodx ocvo epno wzdib ijmhvg azzgn gdfz v ocjpnviy hdgz ymjk viy wzdib picvkkt dn zsxmpxdvodib,ceaser
f obxa fk lkb eloofcfz pfqqfkd jxab jb cbbi xpexjba lc qeb tloia tb ifsb fk,ceaser
m gsyph jiip lmw waiix wtmvmx erh m aew lettc xs fi liptmrk lmq,ceaser
x gtpaan adkt tpixcv ugthw uxvh qtrpjht iwtn utta hd staxrpit pcs addz hd bjrw egtiixtg iwpc iwt jvan sgxts uxvh,ceaser
gb dccj zcrrcp,ceaser
z nrkty yxkm reu z wvvc czbv zd efk kyrk krcvekvu,ceaser
c hypyl zyyf vlupy uhx hil xi c quhn ni vy um c vyfcypy nbun ch ilxyl ni vy vlupy sio bupy ni guey u wihmwciom wbicwy um ni qbynbyl sio quhn ni vy vlupy il hin,ceaser
y vuub byau evvudtut myjx iksx gkuijyed,ceaser
x egdqpqan adkt p wpcsuja du ugxtcsh idd qji x palpnh utta p qxi higpcvt lwtc sthrgxqxcv iwxh ph adkt,ceaser
d azzg cvozy viy ijo rviozy wpo epno wz vi dbijmzy,ceaser
u qjbdqee ftq sqzq ar ftue payuzmzf hauoq uf rqqxe dmftqd iazpqdrgx me ur u iqdq dqmxxk ftue idufqd ftue baqf ita ime ea omdqrdqq mzp odmlk,ceaser
u iazpqd mdq kag vqmxage ad rqqxuzs ar pueoazfqzf ad oahqfagezqe,ceaser
w oa tsszwbu gc zck zohszm xigh tsszwbu ct vcdszsggbsgg wg jsfm rwghifpwbu aoywbu as hwfsr obr gwqy sbhwfs ct zwjwbu hvwg ywbr ct zwts,ceaser
q eqtt xcb ug pivl wv pqa akiz kwdmzml kpmab ivl nmmt bpib pitn wn i pmizb jmibqvo wp qba qv bpmzm jmibqvo ivl nmmt bpm aemmb zpgbpu ivl zmuqvl pqu bpib em izm vwb itwvm,ceaser
o makyy os payz lkkrotm g rozzrk xkhkrrouay,ceaser
g dccj tcpw pcqmjtcb wcr qmkcfmu tcpw bcnpcqqcb,ceaser
q lw nmmt bmvlmz,ceaser
ae xwwdafy s dalldw kljwkkwv gnwj al sdjwsvq,ceaser
k hggn nkmg vjcv u cp ceegrvcdng hcxqwtkvg vq jcxg cpf agv pqyjgtg ecp k ugg c vgtrgpg tgurqpukdng hqt kvu hncxqwt,ceaser
z rd wvvczex r szk jkirexv evmvi wvck kyrk vmvi slk jyflcu z ivrccp jkfg nizkzex scfxj efn,ceaser
z r yivw ykkg wvvczex xifxxp,ceaser
cpy auchyx qcyabn von c lyuffs qiofx fcey ni fimy jiohxm ni domn zyyf fcey cpy zchuffs ainnyh ni uh uwwyjnuvfy bujjs jfuwy,ceaser
a xwwd lzak tggc wphdsafk lzafyk owdd sfv ak wskq lg mkw,ceaser
y vuub huiywdut je mxqj y xqlu rhekwxj coiubv je qdt tesybu,ceaser
b lmbee yxxe lh tehgx b cnlm vtgm zbox rhn tgrmabgz yhk rhn mh vtee rhnk hpg tgw b vtg yxxe rhn ukxtmabgz tgw bml dxxibgz fx tptdx vtg rhn yxxe bm uxtmbgz,ceaser
k hggn vjg nqxkpi rtgugpeg qh oa rctgpvu fckna gxgp vjqwij vjga jcxg dqvj dggp rjaukecnna fgcf hqt cnoquv vyq fgecfgu pqy,ceaser
r onnu yancch sxuuh,ceaser
m vieh gewiw sj wsrw mkrsvmrk xlimv sph erh liptpiww tevirxw m jiip zivc yrlettc erh weh,ceaser
l ihho kxploldwhg eb zkdw pb ergb fdq w gr exw zkhq pb kxvedqg pdnhv dgydqfhv wrzdugv ph lw uhplqgv ph wkdw ghvslwh doo wkdw ud wulhv wr wdnh iurp pb olih kh vwloo ilqgv ph qrw rqob vhaxdoob dwwudfwlyh exw ehdxwlixo,ceaser
u rqqx wuzp ar mxazq mzp tqxbxqee uz,ceaser
r onnu cxcjuuh rpwxanm jwm ngludmnm,ceaser
gk hsqr dccjgle qcpgmsqjw ngqqcb mdd yr kwqcjd dmp bmgle qmkcrfgle dylryzsjmsq zsr srrcpjw qrsngb,ceaser
z nzjy z tflcu jrp yvp pfl befn zw z uzvu kfdfiifn z nflcuek wvvc tyvrkvu fe czwv fi ivxivkwlc kyrk z uzuek rttfdgczjy jfdvkyzex,ceaser
v pbhyq ybbx vg hc naq npg yvxr v xabj jung vg vf naq yvr gb lbh nobhg vg naq srry fzht va zl xabj vg nyy arff ohg senaxyl v z jnl gbb ynml sbe nyy gung,ceaser
t rz szxp t qppw dz pxaej,ceaser
f exsb pljbqefkd ql qbii vlr dfoip f cfkxiiv cbbi yoxsb bklrde ql pexob qeb kbtp,ceaser
z wvvc uvwvrkvu czbv r czfe j givp,ceaser
m pmoi lmq jsv als li mw sv m nywx pmoi xli jiipmrk xs fi pmoih,ceaser
e wi atyepaz e dkla pdau sehh xa w ep ikna lanokjwh sepd qo wjz e skjp baah hega e wi xaejc nqodaz ej wjz kqp,ceaser
m wyvvsyrh qcwipj amxl fmfpi zivwiw xlex lipt qi xs xverwgirh xs e wtegi alivi m jiip weji erh wigyvi,ceaser
u paz f wzai itk uf ue ftmf u rqqx miwimdpxk tqeufmzf fa dqfgdz fa yqxnagdzq,ceaser
z wvvc r czkkcv cvjj xcffdp r czkkcv dfiv fgkzdzjkzt fi r czkkcv svkkvi givgrivu kf wrtv nyrk czwv kyifnj dp nrp,ceaser
t hzye wtp tx l wteewp hzcctpo lyo ypcgzfd lyo t qppw tylopbflep qzc esp uzm mfe tww ufde oz xj mpde esled lww xj splgpywj qlespc hlyed zq xp,ceaser
w gzciuv ctt hvs qofodoqs ct qfir hvoh vog sbjszcdsr as tcf hvs dogh hvwfhm crr vcifg w tssz wbjwucfohsr obr twbozzm fsorm hc toqs hvs rom,ceaser
ren knnw j kdbh prau kdc rc qjb knnw j enah pxxm chyn xo kdbh jwm rv onnurwp anjuuh qjyyh jkxdc cqrwpb arpqc wxf jwm r jv uxerwp vh wnf bcjac rw pujbpxf,ceaser
grox wi wydrob uozd wo sx voknsxqcdbsxqc,ceaser
n xjy rd rnsi yt bfsynsl f xujhnknh nyjr sjjinsl ny ktw f xujhnknh jajsy tw fy f xujhnknh ynrj n knsi nqq jsi zu xujsinsl rtwj ymfs n bfsy yt gjhfzxj n kjjq uwjxxzwji gd htsxywfnsyx,ceaser
v unq jevggra n cenlre va zl wbheany gung zbeavat nsgre zrqvgngvat ba gur terngarff bs bhe ybeq va cfnyz naq unq jevggra va pybfvat znl jr srry lbhe graqre pner gbqnl,ceaser
b lahnew atox uxxg wxikxllxw unm b ptl tvmnteer yxxebgz bglibkxw,ceaser
u rqqx xuwq zaf qzagst bqabxq yk msq mofgmxxk ftuzw ftmf yaef mdq bdqffk pqhmefmfqp ftmf ftqud e tmhq oayq mzp sazq,ceaser
c ayn bigy c futy uliohx ch gs judugum zyyfcha aliowbs,ceaser
j bn gffmjoh qsfuuz ipnftjdl uijt xfflfoe,ceaser
p zahyalk vba mllspun ylhssf vwaptpzapj huk kypclu mvy aopz whwly jvg pa dhz nvuuh alhjo tl aol tlhupun huk dhfz vm ilpun h slhkly,ceaser
c hyyx ni xi nby vymn c jimmcvfs wuh xi uhx ypyh qbyh c ayn ion un c zyyf nii fcmnfymm ni mnoxs fcey lcabn hiq,ceaser
s nbyfo ec dy dro mkb zkbdc zvkmo kxn dobbi poovc vsuo sw ckpo dy nbsfo kqksx cy iszzoo,ceaser
h zl sgzmjetk enq eddkhmf trdetk,ceaser
q nmmt tqsm mdmv bpwcop q lwvb jcg qvbw awkqmbga qlmia ijwcb epib i ewuiv apwctl twws tqsm q iu abqtt kwvabivbtg cvpixxg eqbp ugamtn,ceaser
e dwra jk ezaw dks e baah xaukjz swjpejc pk xa sepd iu xahkraz,ceaser
r mxw c fjwc cx cnuu ynxyun qxf vh orabc fjb frcq hxd jwm qxf hxd vjmn vn onnu r mxw c fjwc cx cqrwt cqjc hxd an cqn vxbc pxapnxdb pdh r en nena bnnw jwm r uxen qxf xcqna ynxyun mrbjpann knljdbn r mxw c fjwc cqnv cx bnn qxf caduh fxwmnaodu hxd jan cx vn,ceaser
d nodgg azzg gdfz ocz vyhdnndji ocvo d yji o gdfz ocdn kjkpgvm ncjr kpon hz di v xvozbjmt rdoc kzjkgz rcj fdxf kpkkdzn jm kzjkgz rcj jm rcj nozvg ocz mvoot xgjoczn jaa ocz wvxfn ja ydxfzindvi jmkcvin,ceaser
s poov dro mrkbkmdob sw nysxq sc k vsddvo wybo lokdox nygx kxn dro mywoni sc k vsddvo lsd cwkvvob,ceaser
x utta tktgniwxcv pgdjcs bt xh ujrzts tktgndct pgdjcs bt xh upaaxcv id extrth,ceaser
d vitjiz vijoczm gjqzgt yvt ojyvt rzvoczm vh mpiidib gvoz rdoc gdaz bzizmvggt viy ijo yjiz vit vmo ojyvt tzo azzg yzkmdqzy wdo ja,ceaser
v srry rkgerzryl vafhygrq,ceaser
m fperoih e pmxxpi sr e piwwsr erh wli wieqpiwwpc nyqtih mr xs wyttsvx qi amxlsyx qeomrk qi jiip wxytmh sv mrjivvmrk mx xs xli omhw,ceaser
u rqqx xuwq u eyqxx ftue eoqzf mxx ahqd fmuimz cgufq rdqcgqzfxk uz ogfq oarrqq etab nmftdaaye,ceaser
c zyyf fcey cg nby ihy ni vy vfugyx zil uff nbcham,ceaser
v pnag uryc srryvat znq ng guvf zna,ceaser
e cqaoo ep whh fqop zalajzo kj iu ikkz sdapdan ei baahejc okyewxha kn jkp,ceaser
t estyv zq szh xfns etxp hp dapye ufde oztyr qfy nstwoszzo defqq ezrpespc ld l qlxtwj t qppw lxlkpo,ceaser
l frqwlqxhg wr ihho yhub vxeplvvlyh dqg frqwlqxhg wr eh durxvhg dv zhoo,ceaser
l wrog lp l glgqw zdqw klp wr ihho xqfrpiruwdeoh,ceaser
k hggn eqpuvcpvna cv dcvvng nkmg k pggf vq eqpvkpwqwuna kortqxg oaugnh dwv vjgp hggn nkmg pqvjkpi k fq yknn gxgt dg gpqwij cpf vjcv ocmgu og hggn ejtqpkecnna gzjcwuvgf,ceaser
r onnu urtn rv j bqh nwxavxdb yrwt oujvrwpx vjw,ceaser
a xwwd dacw sk emuz sk al osk sf mfxgjlmfslw kalmslagf lzsl a oskfl oalz eq xslzwj a osk af s yjwsl hdsuw,ceaser
v whfg jnag gb fubj gurz gung v pna gnxr pner bs zlfrys naq v srry jebatrq ol fgnlvat jvgu gurz,ceaser
e sajp wdawz wjz zez pda odkkpejc wbpanswnzo w bas kb pda cquo wogaz ia pk ck kqp bkn znejgo wjz e wcnaaz e gjas e odkqhz dwra nwjc ukq pneaz pk skng pdejco kqp sepd ukq xqp e swo wjcnu wjz baahejc opqxxknj,ceaser
lp olvwhqlqj wr uljkw qrz ehfdxvh l ihho olnh l qhhg lw dqg l zdqw wr vkduh lw zlwk brx olwwoh rqhv ghvslwh pb frqylqfhg dwkhlvp vrphkrz lw qhyhu idlov wr pdnh ph ihho ehwwhu,ceaser
era xaaj ykibknp awpejc xaywqoa ei opehh baahejc nqxxeod wjz e dwrajp xkpdanaz pk hkc ikop kb ep ok pdanao jk lkejp ydaygejc kj iu bkkz hkc uawd e gjks okia kb ukq zk pdwp,ceaser
o lkkr yu nutuxkj zu hk tusotgzkj lux znoy gcgxj,ceaser
jn gffmjoh rvjuf kpzgvm upebz,ceaser
mxud y husuylut jxu vyhij ouqh huikbji qi jxu vyhij ouqh xqt ydleblut q bej ev meha qdt y mqi luho fbuqiut mxud y wej jxu huikbji,ceaser
t qppw wtvp tgp tdzwlepo xjdpwq qczx cprfwlc cpwletzydstad,ceaser
o gs gryu tuz g vkxlkiz moxr lxoktj gtj os grcgey g joygvvuotzsktz grcgey lkkrotm yu juahzlar gtj grcgey vazzotm eua znxuamn g ngxj zosk cozn se suuj ycotmy gtj yajjkt uazhaxyz ul ruc ksu suuj,ceaser
i feel assured the world around me seems brighter,ceaser
f zxkq efab jv cbbifkd tebk f cbbi pl dixa,ceaser
g dccj jgic fmu g k ngqqcb rfyr g fytc rm qnclb yl clrgpc cvrpy wcyp gl qafmmj zcaysqc md qrsngb zgmafck,ceaser
l dp uhdgb wr fub ehfdxvh l ihho vxfk d vzhhw suhvhqfh ri wkh uxdfk kdnrghvk wkh krob vslulw lq pb urrp zlwk ph uljkw qrz,ceaser
i feel confused too,ceaser
s kddowzdon dy mkvv wi wyw dy dkvu dy rob led cro kxcgobon dro zryxo gsdr cemu pkuo boqkbn pyb wi poovsxqc cro rkn rob tyvvi fysmo yx kxn s tecd dyvn rob xofobwsxn kxn cro cksn yuki s rkfo k myezvo qeocdc gkvusxq drbyeqr dro nyyb cy s rkfo dy qy kxn poon drow cywo zso,ceaser
u rqqx rad ftue xuffxq bagzp xahqxk ue fdgxk m surf,ceaser
p wvzalk vu olyl huk p t mllspun clyf ulnsljambs,ceaser
y meau kf cedtqo vuubydw byau shqf qdt rbqcut yj ed jxu muqjxuh,ceaser
r ixxv rwcx cqxbn mroorlducrnb rwcx onnurwp urtn qjerwp cx pren dy nenahcqrwp jwm onnurwp vxan cqnw qnuyunbb juxwn rw j mnbnac ljbc xdc kh cqn fjhb exrlnb jwm jlcrxwb xo xcqnab cqjc rb jwxcqna bcxah fqnw r ixxv rwcx rc r jubx cnvyxajaruh uxxbn cqn ernf xo cqn oduu yrlcdan,ceaser
e zezjp baah hega wjukja nawhhu dwpaz ia kn jkkja jas wjuswu wjz e iwjwcaz pk fqop jkp pdejg wxkqp pdkoa sdk zk,ceaser
x wpkt iwtht gpcsdb bdbtcih lwtgt x utta hjsstcan ktgn rgtpixkt pcs ldjas adkt id hxi sdlc pcs wtpg iwt ixrz ixrz ixrz du iwt ztnqdpgs ztnh ph bn iwdjvwih hexaats dji dcid iwt hrgttc,ceaser
y vuub deijqbwys je jhqlub qmqo vhec co sekdjho co vqcybo qdt co vhyudti dej rusqkiu y tedj byau jxuc,ceaser
f clrka qebpb bjxfip colj pzlqq axib xka grpq obxafkd qebj corpqboxqba jb pl jrze qexq f cbbi qeb kbba ql mlpq qebj xka pelt qeb tloia texq x kbrolqfz cobxh eb txp fp,ceaser
d nhjjocgt cviy czm v orziot azzgdib nhpb ocvo oczt vmz wjoc diozmznozy,ceaser
r mrm bnn bxvn cqrwpb cqjc r fxdum wnena qjen mxwn vhbnuo oxa cqn vxern jmjycrxw kdc onnu cqjc ro r mrm wxc anjm cqn kxxt rc fxdum wxc qjen kxcqnanm vn,ceaser
kxg jcf vq jctfgp oa jgctv vq vqwijgp oa umkp kp qtfgt vq vtwna rtqvgev oagnh htqo hggnkpi wvvgtna fgxcuvcvgf,ceaser
y vuub byau yji jxu fuhvusj jycu je udbyij iecu unjhq xubf,ceaser
i somehow feel more vulnerable without it,ceaser
p kvu a ruvd ovd p mlls hivba avkhf iljhbzl whya vm tl pz jvucpujlk aoha p ht thrpun aopz zv tbjo tvyl kpmmpjbsa aohu pa hjabhssf pz vy hz tlovd jhzbhssf ylthyrz pu aol hwyps pumplsk puzpkly nlaapun vba vm aol ive fvb hyl pu aoha dhz ulcly aolyl pu aol mpyza wshjl,ceaser
k ycu hggnkpi c dkv ecuwcn cpf rwv qp c rnckp vcpm vqr ykvj nqqug dqvvqou k iqv htqo bctc,ceaser
x iwxcz lt x rpc vti rpjvwi je xc iwt cpijgt du qtxcv qjhn du uttaxcv iwt ctts id uxaa tprw bdbtci lxiw xcsjhign du hdbt hdgi du drrjenxcv qapcz heprth lxiw tuudgi pcs rwdgth,ceaser
p ht mllspun clyf mlhymbs aoha aopunz hylua nvpun av nv aol dhf p dhua aolt av dpao tf le,ceaser
l krqhvwob ihho nlqg ri hpeduudvvhg dqg d elw jxlowb,ceaser
d nvdy d rviozy oj bdqz tjp v gdoogz nvhkgz ja ocz rmdodib d yzidzy tjp oczi wpo d h azzgdib v gdoogz hjmz bzizmjpn ojyvt d npkkjnz wzxvpnz d epno cvqz oj ncvmz jiz gdoogz ovnoz,ceaser
a xwwd s tal jgllwf hmllafy s hgkl stgml lwsuzafy aflg lzw klgfwk lsy dakl xgj lzak tdgy alk fgl jwsddq s yjmetdw gj yjgsf kmtbwul xgj ew lg tw zgfwkl,ceaser
sfo vokbxon sx drsc crybd tyebxoi drec pkb sc s uxyg grox wi lyni rkc rkn oxyeqr yp ceqkb kxn pkcd pyyn kxn texu ofox dryeqr dryco nkic kbo pkb kxn pog lodgoox s cdkbd dy poov vodrkbqsm,ceaser
g dcjr zcrrcp ml rfspqbyw ylb rmbyw dpgbyw dcjr emmb clmsef rm amkc glrm umpi rfmsef g qrgjj dccj iglb md qfgrrw ylb dmeew,ceaser
z aljk wvvc uzjrggfzekvu wfi cfjzex yv jrzu,ceaser
g lccb rm ecr gl rmsaf ugrf ufyr g uylr ylb fmu g uylr rm dccj bgb g kclrgml fmu ksaf g fyrc ncmnjc aypgle dmp kc,ceaser
f cbbi ifhb x cxfirob lc x mxobkq tefze xaa qexq ql qeb bjlqflkxi oliibozlxpqbo lc exsfkd ql exsb xk rkmixkkba z pbzqflk xka tbii pljb axvp f cbbi ifhb f exsb grpq cxfiba colj qeb ybdfkkfkd,ceaser
k hggn tcvjgt kpvkokfcvgf da oa tg jku kortguukxg dcemitqwpf cpf vjg enkpke kp igpgtcn,ceaser
y iushujbo mubb y wkuii dej iushujbo qdocehu vuub ydiuskhu qrekj jxyi rkj qj jxu iqcu jycu mqdj jxuc je buqhd xem je secu kf myjx secced whekdt ro jxuciublui,ceaser
h mddc sn eddk zrrtqdc h mddc sn eddk rdbtqd,ceaser
r lxdum pnwdrwnuh onnu uxerwp cxfjam bxvnxwn frcqxdc cqnv nena twxfrwp rc ro r mxwc jlc urtn rc,ceaser
r onnu urtn cqn ynxyun cqjc mrburtnm rc cqn vxbc,ceaser
j dbo ofwfs tffn up hfu po uif hppe gppu boe j gffm tp dsbqqz,ceaser
r fjwc bxvncqrwp cqjc prenb vn j vjsxa xapjbv cqjc fruu vjtn vn onnu bx qxawh ruu blanf jwhcqrwp cqjc vxenb,ceaser
b wkhox ahfx b ptl tptkx hy yxxebgz ghm ebdx frlxey tgw maxg lax vteexw mh tld by b ptl hd,ceaser
p mlls nbpsaf mvy jvtwshpupun hivba tf spml ruvdpun aoha aolyl hyl wlvwsl vba aolyl dov ohcl pa tbjo dvyzl aohu p kv,ceaser
ez baah ykilhapahu hkop sepdkqp dei,ceaser
hl eddkhmf chrbntqzfdc h bzm knnj zs sgzs zmc qdldladq h bzm zbghdud sgd fnzkr h rds enq lxrdke zmc h bzm zkvzxr rtqoqhrd lxrdke vhsg rtbbdrrdr,ceaser
g rpgcb rm cvnjygl ufyr kw jwkc ylb amgldcargmlq dccj jgic g escqq g amsjb qyw gr gq y fmppgzjc nygldsj lgefrkypc rfyr hsqr uml r clb,ceaser
r lqnarbq cqjc onnurwp xo kjkrnb jbunny xw vh lqnbc cqnra jvjirwpuh bfnnc kanjcq jwm cqn onnurwp cqnh pren vn xo r jv wnnmnm,ceaser
g ayl dccj gr ucgefgle ml kc dgjjgle kw rfmsefrq yq g rpw rm bm fmkcumpi mp fcjn msr yr qncagyj mjwkngaq,ceaser
k nqxg vjg tckpdqy nqqm vjcv k jcxg iqkpi qp cpf vjkpm vjcv kv hggnu tgcnna hguvkxg k lwuv jqrg vjg mkfu fqp v hggn nkmg kv u uwrrqug vq dg c eqpuvcpv rctva kp qwt encuutqqo vjcpmu vq vjg vkuuwg rcrgt dcnnu,ceaser
m jiip mrgvihmfpc mhmsxmg fyx m aew epws iqfevvewwih figeywi mx lehrx fiir xlimv jeypx ex epp erh m leh cippih ex sri sj xli asvoivw sr xli tlsri syx sj jvywxvexmsr efsyx riihmrk xs gepp xliq e qmppmsr xmqiw wirhmrk ws qerc iqempw erh wxmpp xli tvsfpiq aew rsx wspzih,ceaser
x utta hd jcrdbudgipqat pqdji iwt ldgs wtgd,ceaser
o igt ju zu zngz cuarj zxare kdvxkyy znk azzkx mxgzozajk gtj zngtqlartkyy o lkkr lux euax yotikxk mkyzaxk gtj o gs bkxe mxgzklar,ceaser
r onnu nwnaprinm jwm njpna cx farcn cxvxaaxf,ceaser
